,gameId,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,winner
237,3251769268,2,1,1,1,2,0,1
238,3270340382,2,2,2,2,1,2,2
239,3327749176,1,1,2,2,1,1,2
240,3313524001,2,2,1,1,2,1,1
241,3224911519,1,1,2,1,2,1,2
242,3330156484,2,2,2,0,2,0,2
243,3328312961,2,2,2,2,2,2,2
244,3319265700,1,2,0,0,2,0,2
245,3269653607,1,2,0,0,2,0,2
246,3260906125,2,1,1,0,2,1,1
247,3328785302,2,2,2,1,2,2,2
248,3223703864,1,2,2,0,2,1,2
249,3322654390,1,2,0,2,1,2,2
250,3328234136,2,2,2,2,1,0,2
251,3325627631,1,1,1,0,0,1,1
252,3284532496,1,1,2,1,2,1,2
253,3272381153,2,2,2,0,2,0,2
254,3326082621,2,1,2,2,1,2,2
255,3311958899,1,2,2,2,2,2,2
256,3312573466,2,2,2,2,2,0,2
257,3312431187,2,1,1,0,1,0,1
258,3302194558,2,1,1,0,1,1,1
259,3251662809,1,1,1,1,1,0,1
260,3326240768,1,1,0,0,1,2,2
261,3318103812,1,1,1,1,1,1,1
262,3301012424,1,1,1,1,1,0,1
263,3267392992,1,1,1,0,1,1,1
264,3267391330,2,1,2,1,2,0,1
265,3269018594,1,1,1,1,1,0,1
266,3328964815,1,2,2,2,2,0,2
267,3302107954,2,2,2,0,2,0,2
268,3319750527,2,2,0,0,2,0,2
269,3327854927,1,1,0,2,2,0,2
270,3330005841,1,2,2,0,2,0,2
271,3327312174,1,1,1,1,1,1,2
272,3311878126,2,2,2,2,2,0,1
273,3327750180,2,1,1,1,1,2,1
274,3313101016,1,2,2,1,2,0,2
275,3328394869,2,1,1,1,1,0,1
276,3303374774,1,0,0,0,0,0,1
277,3319414022,1,2,2,2,2,2,2
278,3327719813,2,2,0,0,2,2,2
279,3250489148,2,2,2,0,1,0,2
280,3268526507,2,2,2,2,2,2,1
281,3328159295,1,2,1,0,1,0,1
282,3318805980,2,1,1,1,2,1,1
283,3268995334,1,1,1,0,2,2,1
284,3320709530,2,2,1,1,2,2,1
285,3302460478,1,1,1,1,1,1,1
286,3328089735,1,2,2,1,2,0,2
287,3317176408,1,1,1,0,2,0,1
288,3326483498,2,1,2,1,1,0,2
289,3317905544,2,1,2,2,1,2,2
290,3294950911,1,1,2,2,2,0,2
291,3323672407,2,1,1,0,2,1,1
292,3315734875,1,1,1,2,2,2,1
293,3328387679,2,2,2,2,2,1,1
294,3268456088,1,1,1,0,1,0,1
295,3326636755,2,2,1,2,2,1,2
296,3323845047,1,1,2,1,1,0,1
297,3327944229,1,2,2,2,1,1,2
298,3316921960,2,1,1,0,1,0,1
299,3322474567,1,1,1,0,1,1,1
300,3319758452,2,2,2,2,1,1,1
301,3325673179,2,1,2,0,2,0,2
302,3322820449,1,2,2,0,1,0,2
303,3329720081,1,1,1,1,1,1,1
304,3322401093,1,1,1,1,1,1,1
305,3270417825,2,2,2,2,2,0,2
306,3306370662,1,2,2,2,2,2,2
307,3317423113,1,2,1,0,2,0,1
308,3326082547,2,2,2,2,2,2,2
309,3268177018,1,1,1,2,1,0,1
310,3329055593,2,2,1,1,2,2,1
311,3264282808,1,2,2,2,1,1,1
312,3326077834,2,1,1,2,1,1,2
313,3330226790,2,2,1,0,2,2,1
314,3282320058,2,2,2,2,1,2,2
315,3219601300,1,1,2,2,1,2,2
316,3329689529,1,1,1,2,2,0,2
317,3312604936,2,1,1,0,1,0,1
318,3329778948,1,1,1,0,1,1,1
319,3330058470,2,1,1,0,1,1,1
320,3264294396,1,1,1,0,1,0,1
321,3328613861,1,2,0,0,0,2,2
322,3318380700,1,1,1,1,1,0,1
323,3324415951,2,2,2,2,2,2,2
324,3327315341,1,2,2,0,2,1,2
325,3321064899,2,1,0,0,1,0,2
326,3272172999,2,1,1,1,1,1,1
327,3279667560,2,1,1,1,1,0,1
328,3317866875,1,1,1,0,1,0,1
329,3324563211,2,2,2,0,1,0,2
330,3330795683,2,2,0,0,2,2,2
331,3326573564,2,1,1,0,1,1,1
332,3329414334,2,2,0,0,2,2,2
333,3324518365,2,1,1,1,1,0,1
334,3324244777,2,2,2,2,1,1,2
335,3326699508,1,1,0,0,2,0,1
336,3320957193,1,1,1,0,2,1,1
337,3282436590,2,2,0,0,2,2,2
338,3323121160,1,2,1,1,1,0,1
339,3284933630,1,1,2,2,2,0,2
340,3321831849,1,2,1,1,2,2,2
341,3330844042,2,2,2,2,2,2,2
342,3328015188,1,1,1,2,2,0,2
343,3308177850,1,2,0,0,2,0,2
344,3326588233,1,1,1,0,1,1,1
345,3265468475,1,2,1,1,2,1,1
346,3326269913,1,1,1,1,1,2,1
347,3322506068,2,1,0,0,1,0,1
348,3324782051,2,1,2,2,1,0,2
349,3326395910,1,2,2,0,2,2,2
350,3324782657,1,1,1,1,1,1,1
351,3326030906,1,1,1,0,1,0,1
352,3325725264,2,2,2,0,1,0,2
353,3326493514,2,2,2,0,1,2,2
354,3329518491,2,2,2,2,1,2,2
355,3308441904,1,1,1,1,2,0,1
356,3323211469,1,2,2,2,2,0,2
357,3239070398,1,1,1,1,1,1,1
358,3321515466,1,2,2,0,2,1,2
359,3326854781,2,2,2,0,2,2,2
360,3304019968,2,2,2,2,2,2,2
361,3310823148,2,1,2,2,2,0,2
362,3324255773,1,2,1,1,2,0,1
363,3291914262,1,1,1,1,1,1,1
364,3292340308,2,2,2,0,2,0,2
365,3315936069,2,1,2,0,2,0,2
366,3319805911,2,1,1,0,1,0,1
367,3329260934,2,2,2,0,2,0,2
368,3324626165,2,0,0,0,0,0,2
369,3234757204,2,2,2,0,2,0,2
370,3320809546,1,1,1,1,1,0,1
371,3324780567,2,1,2,0,2,1,2
372,3329580241,2,1,2,2,1,2,2
373,3284258021,1,2,1,1,2,1,1
374,3322667384,1,1,2,2,2,0,2
375,3329911332,1,1,1,0,1,1,1
376,3323195724,2,1,1,2,1,1,1
377,3266491878,1,0,0,0,0,0,1
378,3329967399,2,2,2,1,1,0,1
379,3286156157,2,2,1,2,1,0,1
380,3315822557,1,1,2,2,2,2,2
381,3255771424,1,1,1,1,1,0,1
382,3326141082,1,2,1,2,2,1,1
383,3323137521,2,2,2,2,2,0,2
384,3326748877,2,1,2,1,1,1,2
385,3329353675,2,2,2,2,1,0,2
386,3307247426,2,2,2,0,2,2,2
387,3303786715,2,2,2,0,2,2,2
388,3330222933,2,1,2,2,1,0,2
389,3330770893,1,1,2,0,2,0,2
390,3324617026,1,1,2,0,2,0,2
391,3317579194,1,2,1,1,1,1,1
392,3329677664,2,2,0,0,2,2,2
393,3327949426,2,2,2,2,2,0,2
394,3329680381,2,1,1,1,2,2,1
395,3250363663,2,2,2,2,2,2,2
396,3226806009,1,2,1,2,1,2,2
397,3329228498,1,2,2,2,1,0,2
398,3325674063,1,1,1,0,2,0,2
399,3326546339,1,1,2,1,1,0,2
400,3326246642,2,2,2,2,2,1,1
401,3279357309,2,2,2,2,2,2,2
402,3321453495,2,1,1,0,2,2,1
403,3325742062,1,1,1,1,1,1,1
404,3305781267,2,2,2,0,2,0,2
405,3285380402,1,1,0,0,1,1,1
406,3327551622,1,2,2,0,2,0,2
407,3317802158,2,2,2,0,2,2,2
408,3325670011,2,2,2,2,1,0,2
409,3266840374,2,2,2,2,1,0,2
410,3221701644,2,2,2,2,2,0,2
411,3319204057,2,1,2,2,2,2,2
412,3281128431,1,1,1,0,1,1,1
413,3306840599,1,2,1,1,1,0,1
414,3316748027,1,1,1,2,1,0,2
415,3325896401,1,1,1,0,2,1,1
416,3247965116,2,1,1,0,1,0,1
417,3316398607,1,1,2,1,1,0,2
418,3287106802,2,2,2,0,2,2,2
419,3320521537,1,2,1,1,1,0,1
420,3329924078,1,2,2,2,1,2,2
421,3329211150,2,2,1,0,2,1,1
422,3324772380,1,1,1,1,2,1,1
423,3327879350,1,1,1,1,1,1,1
424,3284381729,2,1,1,1,1,2,1
425,3325790087,2,2,2,0,1,2,2
426,3324238753,2,2,1,1,1,1,1
427,3321806088,2,2,1,1,2,0,1
428,3329913611,2,1,1,0,1,2,1
429,3314306079,2,1,1,2,2,0,1
430,3324729386,2,1,1,2,2,1,1
431,3331236806,2,1,2,2,1,0,1
432,3331280831,1,1,1,1,2,0,1
433,3320876986,2,2,2,1,2,0,1
434,3329494278,1,1,1,0,1,2,1
435,3307395806,1,2,2,0,2,0,2
436,3262208126,1,2,2,0,0,0,2
437,3326223439,1,1,1,1,2,2,1
438,3274396494,1,1,2,2,1,1,2
439,3318818090,1,2,0,0,2,0,2
440,3317777020,1,1,1,0,1,0,1
441,3282212583,2,2,0,0,2,0,2
442,3320658926,1,1,2,1,1,0,2
443,3328245104,2,2,2,2,1,2,2
444,3317614495,2,2,2,2,1,0,2
445,3331347853,1,1,1,0,1,0,1
446,3302077245,1,1,2,2,2,0,2
447,3328983490,2,2,1,2,2,0,1
448,3297576599,1,1,1,0,2,0,1
449,3331384849,2,2,0,0,2,0,2
450,3320877088,1,1,1,0,1,1,1
451,3325624093,1,0,0,0,0,0,1
452,3326758313,2,2,2,2,2,0,2
453,3253564836,2,1,1,0,1,2,1
454,3325664571,2,2,2,2,2,2,2
455,3295009462,2,1,1,1,1,1,1
456,3317172998,1,1,1,2,2,1,2
457,3321027967,2,2,2,2,2,2,2
458,3324589542,1,1,1,0,1,1,1
459,3259160655,1,1,1,2,1,1,2
460,3328296398,1,2,2,2,1,1,2
461,3308346611,1,1,1,1,1,1,1
462,3321325107,2,2,2,2,2,1,2
463,3327832510,1,1,1,1,2,2,1
464,3327595533,2,2,1,2,2,0,1
465,3290664826,1,2,2,2,2,0,1
466,3321531767,2,2,1,1,2,1,2
467,3317340805,2,0,0,0,0,0,2
468,3325615387,1,2,2,2,2,2,2
469,3322511851,1,2,1,2,2,0,2
470,3317898878,2,1,2,1,2,1,2
471,3325311159,2,2,2,0,2,2,2
472,3260259521,1,1,1,1,2,0,1
473,3327225092,1,0,0,0,0,0,1
474,3329833009,1,2,2,0,1,0,2
475,3315601672,1,2,2,2,2,0,2
476,3279719887,2,2,1,2,1,2,1
477,3329492475,2,1,2,2,1,0,2
478,3329500269,2,1,1,2,1,0,2
479,3327869045,2,2,2,2,2,2,2
480,3290831630,2,1,0,0,2,2,2
481,3324652094,2,1,1,1,2,1,1
482,3320572879,1,1,1,1,1,1,1
483,3309343856,2,2,2,2,2,2,2
484,3317895947,1,2,2,2,2,0,2
485,3216939712,2,1,2,0,2,2,2
486,3321671444,1,1,1,0,1,1,1
487,3327358725,2,2,2,2,1,0,2
488,3244802408,2,2,2,2,2,2,2
489,3327598639,2,1,2,2,2,0,2
490,3324889346,2,1,1,1,1,0,1
491,3240284160,2,2,1,2,1,1,2
492,3323216653,1,1,1,0,1,1,1
493,3331381617,1,2,2,2,2,2,2
494,3321324198,1,1,1,2,1,1,1
495,3324651443,1,2,2,0,2,2,2
496,3277933669,1,1,1,1,2,1,1
497,3326496896,2,2,1,0,2,0,1
498,3331069861,2,1,0,0,0,1,1
499,3289039292,1,1,0,0,2,0,1
500,3318374371,1,1,1,1,1,0,1
501,3330217283,2,2,1,2,2,1,2
502,3301413431,1,1,2,1,1,0,2
503,3327316674,2,1,0,2,1,0,1
504,3321672193,2,2,1,2,2,2,1
505,3310168746,1,1,1,0,1,2,1
506,3303883973,2,2,2,2,2,0,2
507,3269477321,1,2,1,1,2,1,1
508,3309453269,2,2,2,2,1,0,2
509,3287761275,2,2,2,2,2,2,2
510,3294903937,2,2,2,0,2,2,2
511,3278010305,1,0,0,0,0,0,1
512,3330986255,1,2,2,2,2,2,2
513,3268888646,2,1,0,1,2,0,1
514,3277457085,2,1,0,0,1,2,1
515,3289403713,1,1,2,2,1,0,2
516,3315732296,1,1,0,0,2,0,2
517,3329069191,1,1,1,0,1,0,1
518,3329073278,1,2,2,2,2,0,2
519,3293749934,2,1,2,2,2,2,1
520,3281968936,1,1,1,1,1,1,1
521,3324258454,1,2,1,0,2,0,1
522,3324836763,2,1,1,0,1,1,1
523,3266603484,1,1,2,2,1,1,2
524,3329612694,0,0,0,0,0,0,1
525,3306359927,2,1,2,2,2,0,1
526,3299227564,1,1,1,1,1,2,1
527,3285299471,1,1,1,1,1,1,1
528,3328004551,1,1,1,0,1,0,1
529,3326037087,1,1,1,0,2,1,1
530,3317667534,1,1,1,2,2,2,1
531,3279231742,1,2,2,0,2,2,2
532,3328917555,1,1,2,2,1,2,1
533,3325314321,2,2,2,0,2,0,2
534,3317013802,1,2,1,2,2,0,2
535,3331289412,2,1,2,2,2,0,2
536,3261968095,2,2,0,0,2,0,2
537,3329828632,2,1,1,0,1,1,1
538,3250069451,2,2,2,0,2,0,2
539,3284339873,2,2,1,1,2,0,2
540,3328145648,1,1,2,0,2,2,2
541,3317511847,1,2,2,1,2,0,2
542,3311063180,2,2,2,2,1,1,1
543,3327581796,2,2,2,0,2,2,2
544,3266255482,1,1,2,2,2,0,2
545,3233143241,2,2,2,0,2,0,2
546,3331374507,1,2,2,1,2,2,2
547,3238718804,2,2,2,0,2,2,2
548,3305976224,1,2,2,0,2,2,2
549,3316008786,1,1,1,1,2,2,2
550,3301963014,2,1,1,1,2,0,1
551,3329780693,2,1,2,2,1,0,2
552,3321626713,1,1,2,2,1,2,2
553,3326589632,2,1,1,1,1,1,1
554,3328303420,2,2,2,2,2,2,2
555,3245107911,1,2,1,1,1,0,1
556,3325936396,1,1,1,0,1,1,1
557,3321568509,2,1,1,0,1,0,1
558,3309263409,2,1,1,1,1,2,1
559,3324718570,2,1,1,0,1,0,1
560,3235695385,1,1,0,0,2,0,1
561,3284391251,2,2,0,0,2,2,2
562,3324361496,1,2,2,2,2,2,2
563,3322394750,2,2,2,0,2,0,2
564,3330176454,2,2,2,0,1,0,2
565,3320720810,2,2,1,1,1,2,1
566,3313252600,1,1,2,2,2,0,2
567,3331392089,1,2,2,2,2,2,2
568,3292693759,1,2,1,1,1,2,1
569,3305894147,2,2,2,0,2,2,2
570,3265701677,1,2,1,2,2,1,2
571,3317250013,1,1,1,0,1,0,1
572,3329110897,1,1,2,2,2,1,2
573,3312770714,2,2,2,0,2,2,2
574,3322306790,2,2,2,2,1,2,2
575,3274610932,2,1,0,0,1,0,1
576,3234930870,2,2,0,0,2,0,2
577,3324447480,1,1,1,1,1,1,1
578,3330026579,1,2,1,1,2,0,1
579,3302346568,1,2,2,2,1,1,2
580,3287705733,2,2,2,2,1,1,2
581,3330081688,2,1,1,0,1,0,1
582,3324424920,1,1,1,2,2,2,2
583,3323999361,2,1,1,2,2,2,2
584,3327700585,2,1,1,2,1,0,1
585,3329077236,2,2,2,0,2,2,2
586,3328007236,2,2,0,2,2,0,2
587,3315688469,1,2,2,0,2,2,2
588,3323363479,1,1,2,1,1,2,2
589,3318905674,1,1,1,1,1,1,2
590,3315913156,1,1,1,1,1,0,1
591,3320025615,1,1,1,1,1,0,1
592,3307536052,1,1,1,1,2,1,1
593,3266926653,1,2,2,0,2,2,2
594,3215509559,1,1,2,0,2,0,2
595,3331249237,1,1,1,0,1,0,1
596,3298173257,1,2,2,2,2,0,2
597,3302436744,1,1,1,1,1,2,1
598,3325730840,1,1,1,1,2,2,1
599,3287187559,2,1,1,0,1,0,1
600,3327294256,2,2,2,2,1,0,2
601,3221215242,1,1,1,2,2,1,2
602,3317165890,2,2,1,1,2,0,1
603,3269273940,1,1,1,1,1,1,1
604,3309618306,2,2,2,0,1,0,2
605,3330126582,1,1,1,1,1,0,1
606,3322670849,2,2,2,2,2,0,2
607,3291830238,1,1,1,0,0,0,1
608,3327837653,1,1,1,0,1,1,1
609,3283633181,2,2,2,1,2,0,2
610,3328053915,1,2,2,1,1,2,1
611,3318097138,2,2,2,0,2,2,2
612,3326576604,1,1,1,0,1,0,1
613,3318877157,2,2,1,0,2,0,1
614,3322615253,1,2,2,2,2,0,2
615,3329969140,2,2,2,0,2,0,2
616,3327494375,2,1,1,1,2,1,1
617,3325721197,1,1,1,2,1,0,2
618,3329939839,1,2,2,0,2,0,2
619,3317576461,1,1,1,0,1,0,1
620,3328983065,1,2,1,2,1,0,1
621,3231040001,1,2,2,2,1,1,2
622,3273729131,1,2,2,0,2,0,2
623,3316157810,1,2,2,2,1,1,2
624,3244749271,1,1,1,0,1,2,1
625,3319960685,1,2,0,0,1,0,1
626,3284209940,1,2,2,1,2,0,1
627,3330475842,1,2,0,0,2,2,2
628,3311675251,1,1,1,0,1,0,1
629,3318109788,2,1,2,2,2,0,2
630,3294886095,2,1,2,2,1,0,2
631,3318108603,1,2,2,2,2,1,2
632,3255961585,1,1,1,1,2,2,1
633,3275786409,1,1,0,0,2,0,1
634,3304311995,2,2,0,0,2,0,2
635,3327598193,1,1,2,2,1,2,2
636,3282433739,1,2,2,1,2,0,2
637,3313191055,2,2,0,0,2,2,2
638,3226292043,2,2,2,1,2,0,2
639,3330161710,2,2,2,0,2,0,2
640,3278008703,1,2,1,0,2,2,1
641,3222529935,1,1,1,0,1,1,1
642,3326148610,2,2,2,1,2,2,1
643,3309612322,1,1,1,1,2,1,1
644,3322454614,1,1,1,1,1,1,1
645,3329358213,1,1,1,0,1,1,1
646,3312059707,1,2,2,2,2,2,2
647,3323498241,2,2,2,2,2,2,2
648,3326612489,2,1,0,0,2,0,2
649,3259019626,1,1,0,0,1,1,1
650,3313106109,2,2,1,1,1,0,1
651,3326347583,1,1,1,1,1,0,1
652,3267031209,1,2,2,2,2,1,2
653,3316945562,1,2,2,2,1,2,2
654,3241383107,1,1,1,1,1,1,1
655,3312123321,1,2,1,1,2,1,1
656,3289289711,2,2,1,2,2,2,2
