,gameId,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,winner
311,3264282808,1,2,2,2,1,1,0
312,3326077834,2,1,1,2,1,1,0
313,3330226790,2,2,1,0,2,2,0
314,3282320058,2,2,2,2,1,2,0
315,3219601300,1,1,2,2,1,2,0
316,3329689529,1,1,1,2,2,0,0
317,3312604936,2,1,1,0,1,0,0
318,3329778948,1,1,1,0,1,1,0
319,3330058470,2,1,1,0,1,1,0
320,3264294396,1,1,1,0,1,0,0
321,3328613861,1,2,0,0,0,2,0
322,3318380700,1,1,1,1,1,0,0
323,3324415951,2,2,2,2,2,2,0
324,3327315341,1,2,2,0,2,1,0
325,3321064899,2,1,0,0,1,0,0
326,3272172999,2,1,1,1,1,1,0
327,3279667560,2,1,1,1,1,0,0
328,3317866875,1,1,1,0,1,0,0
329,3324563211,2,2,2,0,1,0,0
330,3330795683,2,2,0,0,2,2,0
331,3326573564,2,1,1,0,1,1,0
332,3329414334,2,2,0,0,2,2,0
333,3324518365,2,1,1,1,1,0,0
334,3324244777,2,2,2,2,1,1,0
335,3326699508,1,1,0,0,2,0,0
336,3320957193,1,1,1,0,2,1,0
337,3282436590,2,2,0,0,2,2,0
338,3323121160,1,2,1,1,1,0,0
339,3284933630,1,1,2,2,2,0,0
340,3321831849,1,2,1,1,2,2,0
341,3330844042,2,2,2,2,2,2,0
342,3328015188,1,1,1,2,2,0,0
343,3308177850,1,2,0,0,2,0,0
344,3326588233,1,1,1,0,1,1,0
345,3265468475,1,2,1,1,2,1,0
346,3326269913,1,1,1,1,1,2,0
347,3322506068,2,1,0,0,1,0,0
348,3324782051,2,1,2,2,1,0,0
349,3326395910,1,2,2,0,2,2,0
350,3324782657,1,1,1,1,1,1,0
351,3326030906,1,1,1,0,1,0,0
352,3325725264,2,2,2,0,1,0,0
353,3326493514,2,2,2,0,1,2,0
354,3329518491,2,2,2,2,1,2,0
355,3308441904,1,1,1,1,2,0,0
356,3323211469,1,2,2,2,2,0,0
357,3239070398,1,1,1,1,1,1,0
358,3321515466,1,2,2,0,2,1,0
359,3326854781,2,2,2,0,2,2,0
360,3304019968,2,2,2,2,2,2,0
361,3310823148,2,1,2,2,2,0,0
362,3324255773,1,2,1,1,2,0,0
363,3291914262,1,1,1,1,1,1,0
364,3292340308,2,2,2,0,2,0,0
365,3315936069,2,1,2,0,2,0,0
366,3319805911,2,1,1,0,1,0,0
367,3329260934,2,2,2,0,2,0,0
368,3324626165,2,0,0,0,0,0,0
369,3234757204,2,2,2,0,2,0,0
370,3320809546,1,1,1,1,1,0,0
371,3324780567,2,1,2,0,2,1,0
372,3329580241,2,1,2,2,1,2,0
373,3284258021,1,2,1,1,2,1,0
374,3322667384,1,1,2,2,2,0,0
375,3329911332,1,1,1,0,1,1,0
376,3323195724,2,1,1,2,1,1,0
377,3266491878,1,0,0,0,0,0,0
378,3329967399,2,2,2,1,1,0,0
379,3286156157,2,2,1,2,1,0,0
380,3315822557,1,1,2,2,2,2,0
381,3255771424,1,1,1,1,1,0,0
382,3326141082,1,2,1,2,2,1,0
383,3323137521,2,2,2,2,2,0,0
384,3326748877,2,1,2,1,1,1,0
385,3329353675,2,2,2,2,1,0,0
386,3307247426,2,2,2,0,2,2,0
387,3303786715,2,2,2,0,2,2,0
388,3330222933,2,1,2,2,1,0,0
389,3330770893,1,1,2,0,2,0,0
390,3324617026,1,1,2,0,2,0,0
391,3317579194,1,2,1,1,1,1,0
392,3329677664,2,2,0,0,2,2,0
393,3327949426,2,2,2,2,2,0,0
394,3329680381,2,1,1,1,2,2,0
395,3250363663,2,2,2,2,2,2,0
396,3226806009,1,2,1,2,1,2,0
397,3329228498,1,2,2,2,1,0,0
398,3325674063,1,1,1,0,2,0,0
399,3326546339,1,1,2,1,1,0,0
400,3326246642,2,2,2,2,2,1,0
401,3279357309,2,2,2,2,2,2,0
402,3321453495,2,1,1,0,2,2,0
403,3325742062,1,1,1,1,1,1,0
404,3305781267,2,2,2,0,2,0,0
405,3285380402,1,1,0,0,1,1,0
406,3327551622,1,2,2,0,2,0,0
407,3317802158,2,2,2,0,2,2,0
408,3325670011,2,2,2,2,1,0,0
409,3266840374,2,2,2,2,1,0,0
410,3221701644,2,2,2,2,2,0,0
411,3319204057,2,1,2,2,2,2,0
412,3281128431,1,1,1,0,1,1,0
413,3306840599,1,2,1,1,1,0,0
414,3316748027,1,1,1,2,1,0,0
415,3325896401,1,1,1,0,2,1,0
416,3247965116,2,1,1,0,1,0,0
417,3316398607,1,1,2,1,1,0,0
418,3287106802,2,2,2,0,2,2,0
419,3320521537,1,2,1,1,1,0,0
420,3329924078,1,2,2,2,1,2,0
421,3329211150,2,2,1,0,2,1,0
422,3324772380,1,1,1,1,2,1,0
423,3327879350,1,1,1,1,1,1,0
424,3284381729,2,1,1,1,1,2,0
425,3325790087,2,2,2,0,1,2,0
426,3324238753,2,2,1,1,1,1,0
427,3321806088,2,2,1,1,2,0,0
428,3329913611,2,1,1,0,1,2,0
429,3314306079,2,1,1,2,2,0,0
430,3324729386,2,1,1,2,2,1,0
431,3331236806,2,1,2,2,1,0,0
432,3331280831,1,1,1,1,2,0,0
433,3320876986,2,2,2,1,2,0,0
434,3329494278,1,1,1,0,1,2,0
435,3307395806,1,2,2,0,2,0,0
436,3262208126,1,2,2,0,0,0,0
437,3326223439,1,1,1,1,2,2,0
438,3274396494,1,1,2,2,1,1,0
439,3318818090,1,2,0,0,2,0,0
440,3317777020,1,1,1,0,1,0,0
441,3282212583,2,2,0,0,2,0,0
442,3320658926,1,1,2,1,1,0,0
443,3328245104,2,2,2,2,1,2,0
444,3317614495,2,2,2,2,1,0,0
445,3331347853,1,1,1,0,1,0,0
446,3302077245,1,1,2,2,2,0,0
447,3328983490,2,2,1,2,2,0,0
448,3297576599,1,1,1,0,2,0,0
449,3331384849,2,2,0,0,2,0,0
450,3320877088,1,1,1,0,1,1,0
451,3325624093,1,0,0,0,0,0,0
452,3326758313,2,2,2,2,2,0,0
453,3253564836,2,1,1,0,1,2,0
454,3325664571,2,2,2,2,2,2,0
455,3295009462,2,1,1,1,1,1,0
456,3317172998,1,1,1,2,2,1,0
457,3321027967,2,2,2,2,2,2,0
458,3324589542,1,1,1,0,1,1,0
459,3259160655,1,1,1,2,1,1,0
460,3328296398,1,2,2,2,1,1,0
461,3308346611,1,1,1,1,1,1,0
462,3321325107,2,2,2,2,2,1,0
463,3327832510,1,1,1,1,2,2,0
464,3327595533,2,2,1,2,2,0,0
465,3290664826,1,2,2,2,2,0,0
466,3321531767,2,2,1,1,2,1,0
467,3317340805,2,0,0,0,0,0,0
468,3325615387,1,2,2,2,2,2,0
469,3322511851,1,2,1,2,2,0,0
470,3317898878,2,1,2,1,2,1,0
471,3325311159,2,2,2,0,2,2,0
472,3260259521,1,1,1,1,2,0,0
473,3327225092,1,0,0,0,0,0,0
474,3329833009,1,2,2,0,1,0,0
475,3315601672,1,2,2,2,2,0,0
476,3279719887,2,2,1,2,1,2,0
477,3329492475,2,1,2,2,1,0,0
478,3329500269,2,1,1,2,1,0,0
479,3327869045,2,2,2,2,2,2,0
480,3290831630,2,1,0,0,2,2,0
481,3324652094,2,1,1,1,2,1,0
482,3320572879,1,1,1,1,1,1,0
483,3309343856,2,2,2,2,2,2,0
484,3317895947,1,2,2,2,2,0,0
485,3216939712,2,1,2,0,2,2,0
486,3321671444,1,1,1,0,1,1,0
487,3327358725,2,2,2,2,1,0,0
488,3244802408,2,2,2,2,2,2,0
489,3327598639,2,1,2,2,2,0,0
490,3324889346,2,1,1,1,1,0,0
491,3240284160,2,2,1,2,1,1,0
492,3323216653,1,1,1,0,1,1,0
493,3331381617,1,2,2,2,2,2,0
494,3321324198,1,1,1,2,1,1,0
495,3324651443,1,2,2,0,2,2,0
496,3277933669,1,1,1,1,2,1,0
497,3326496896,2,2,1,0,2,0,0
498,3331069861,2,1,0,0,0,1,0
499,3289039292,1,1,0,0,2,0,0
500,3318374371,1,1,1,1,1,0,0
501,3330217283,2,2,1,2,2,1,0
502,3301413431,1,1,2,1,1,0,0
503,3327316674,2,1,0,2,1,0,0
504,3321672193,2,2,1,2,2,2,0
505,3310168746,1,1,1,0,1,2,0
506,3303883973,2,2,2,2,2,0,0
507,3269477321,1,2,1,1,2,1,0
508,3309453269,2,2,2,2,1,0,0
509,3287761275,2,2,2,2,2,2,0
510,3294903937,2,2,2,0,2,2,0
511,3278010305,1,0,0,0,0,0,0
512,3330986255,1,2,2,2,2,2,0
513,3268888646,2,1,0,1,2,0,0
514,3277457085,2,1,0,0,1,2,0
515,3289403713,1,1,2,2,1,0,0
516,3315732296,1,1,0,0,2,0,0
517,3329069191,1,1,1,0,1,0,0
518,3329073278,1,2,2,2,2,0,0
519,3293749934,2,1,2,2,2,2,0
520,3281968936,1,1,1,1,1,1,0
521,3324258454,1,2,1,0,2,0,0
522,3324836763,2,1,1,0,1,1,0
523,3266603484,1,1,2,2,1,1,0
524,3329612694,0,0,0,0,0,0,0
525,3306359927,2,1,2,2,2,0,0
526,3299227564,1,1,1,1,1,2,0
527,3285299471,1,1,1,1,1,1,0
528,3328004551,1,1,1,0,1,0,0
529,3326037087,1,1,1,0,2,1,0
530,3317667534,1,1,1,2,2,2,0
531,3279231742,1,2,2,0,2,2,0
532,3328917555,1,1,2,2,1,2,0
533,3325314321,2,2,2,0,2,0,0
534,3317013802,1,2,1,2,2,0,0
535,3331289412,2,1,2,2,2,0,0
536,3261968095,2,2,0,0,2,0,0
537,3329828632,2,1,1,0,1,1,0
538,3250069451,2,2,2,0,2,0,0
539,3284339873,2,2,1,1,2,0,0
540,3328145648,1,1,2,0,2,2,0
541,3317511847,1,2,2,1,2,0,0
542,3311063180,2,2,2,2,1,1,0
543,3327581796,2,2,2,0,2,2,0
544,3266255482,1,1,2,2,2,0,0
545,3233143241,2,2,2,0,2,0,0
546,3331374507,1,2,2,1,2,2,0
547,3238718804,2,2,2,0,2,2,0
548,3305976224,1,2,2,0,2,2,0
549,3316008786,1,1,1,1,2,2,0
550,3301963014,2,1,1,1,2,0,0
551,3329780693,2,1,2,2,1,0,0
552,3321626713,1,1,2,2,1,2,0
553,3326589632,2,1,1,1,1,1,0
554,3328303420,2,2,2,2,2,2,0
555,3245107911,1,2,1,1,1,0,0
556,3325936396,1,1,1,0,1,1,0
557,3321568509,2,1,1,0,1,0,0
558,3309263409,2,1,1,1,1,2,0
559,3324718570,2,1,1,0,1,0,0
560,3235695385,1,1,0,0,2,0,0
561,3284391251,2,2,0,0,2,2,0
562,3324361496,1,2,2,2,2,2,0
563,3322394750,2,2,2,0,2,0,0
564,3330176454,2,2,2,0,1,0,0
565,3320720810,2,2,1,1,1,2,0
566,3313252600,1,1,2,2,2,0,0
567,3331392089,1,2,2,2,2,2,0
568,3292693759,1,2,1,1,1,2,0
569,3305894147,2,2,2,0,2,2,0
570,3265701677,1,2,1,2,2,1,0
571,3317250013,1,1,1,0,1,0,0
572,3329110897,1,1,2,2,2,1,0
573,3312770714,2,2,2,0,2,2,0
574,3322306790,2,2,2,2,1,2,0
575,3274610932,2,1,0,0,1,0,0
576,3234930870,2,2,0,0,2,0,0
577,3324447480,1,1,1,1,1,1,0
578,3330026579,1,2,1,1,2,0,0
579,3302346568,1,2,2,2,1,1,0
580,3287705733,2,2,2,2,1,1,0
581,3330081688,2,1,1,0,1,0,0
582,3324424920,1,1,1,2,2,2,0
583,3323999361,2,1,1,2,2,2,0
584,3327700585,2,1,1,2,1,0,0
585,3329077236,2,2,2,0,2,2,0
586,3328007236,2,2,0,2,2,0,0
587,3315688469,1,2,2,0,2,2,0
588,3323363479,1,1,2,1,1,2,0
589,3318905674,1,1,1,1,1,1,0
590,3315913156,1,1,1,1,1,0,0
591,3320025615,1,1,1,1,1,0,0
592,3307536052,1,1,1,1,2,1,0
593,3266926653,1,2,2,0,2,2,0
594,3215509559,1,1,2,0,2,0,0
595,3331249237,1,1,1,0,1,0,0
596,3298173257,1,2,2,2,2,0,0
597,3302436744,1,1,1,1,1,2,0
598,3325730840,1,1,1,1,2,2,0
599,3287187559,2,1,1,0,1,0,0
600,3327294256,2,2,2,2,1,0,0
601,3221215242,1,1,1,2,2,1,0
602,3317165890,2,2,1,1,2,0,0
603,3269273940,1,1,1,1,1,1,0
604,3309618306,2,2,2,0,1,0,0
605,3330126582,1,1,1,1,1,0,0
606,3322670849,2,2,2,2,2,0,0
607,3291830238,1,1,1,0,0,0,0
608,3327837653,1,1,1,0,1,1,0
609,3283633181,2,2,2,1,2,0,0
610,3328053915,1,2,2,1,1,2,0
611,3318097138,2,2,2,0,2,2,0
612,3326576604,1,1,1,0,1,0,0
613,3318877157,2,2,1,0,2,0,0
614,3322615253,1,2,2,2,2,0,0
615,3329969140,2,2,2,0,2,0,0
616,3327494375,2,1,1,1,2,1,0
617,3325721197,1,1,1,2,1,0,0
618,3329939839,1,2,2,0,2,0,0
619,3317576461,1,1,1,0,1,0,0
620,3328983065,1,2,1,2,1,0,0
621,3231040001,1,2,2,2,1,1,0
622,3273729131,1,2,2,0,2,0,0
623,3316157810,1,2,2,2,1,1,0
624,3244749271,1,1,1,0,1,2,0
625,3319960685,1,2,0,0,1,0,0
626,3284209940,1,2,2,1,2,0,0
627,3330475842,1,2,0,0,2,2,0
628,3311675251,1,1,1,0,1,0,0
629,3318109788,2,1,2,2,2,0,0
630,3294886095,2,1,2,2,1,0,0
631,3318108603,1,2,2,2,2,1,0
632,3255961585,1,1,1,1,2,2,0
633,3275786409,1,1,0,0,2,0,0
634,3304311995,2,2,0,0,2,0,0
635,3327598193,1,1,2,2,1,2,0
636,3282433739,1,2,2,1,2,0,0
637,3313191055,2,2,0,0,2,2,0
638,3226292043,2,2,2,1,2,0,0
639,3330161710,2,2,2,0,2,0,0
640,3278008703,1,2,1,0,2,2,0
641,3222529935,1,1,1,0,1,1,0
642,3326148610,2,2,2,1,2,2,0
643,3309612322,1,1,1,1,2,1,0
644,3322454614,1,1,1,1,1,1,0
645,3329358213,1,1,1,0,1,1,0
646,3312059707,1,2,2,2,2,2,0
647,3323498241,2,2,2,2,2,2,0
648,3326612489,2,1,0,0,2,0,0
649,3259019626,1,1,0,0,1,1,0
650,3313106109,2,2,1,1,1,0,0
651,3326347583,1,1,1,1,1,0,0
652,3267031209,1,2,2,2,2,1,0
653,3316945562,1,2,2,2,1,2,0
654,3241383107,1,1,1,1,1,1,0
655,3312123321,1,2,1,1,2,1,0
656,3289289711,2,2,1,2,2,2,0
657,3328247514,1,1,1,0,1,0,0
658,3323889772,2,1,1,1,1,0,0
